id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
94CC9A57-1743-4B26-AE5D-4060AE7FF92C,Holly,152.9019,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-08-29T13:02:40.000Z,2025-08-29T11:34:39.000Z,2025-08-29T13:05:30.766Z,4.0,Acres,0,Percent,Lee,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,254146,Wildfire,30.258196000000005,-97.02494999999999
E4F4B94F-49CF-4171-928C-FA2D44C2EACD,Angelina 4144,72.7721,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-29T03:12:00.000Z,2025-08-29T01:13:00.000Z,2025-08-29T03:21:42.294Z,9.1,Acres,100,Percent,Angelina,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254144,Wildfire,31.099299999999978,-94.26979999999999
A4339434-F8DF-4564-A7DC-3EA58BF2D76C,Anderson 4143,183.8421,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-29T01:39:00.000Z,2025-08-28T23:48:00.000Z,2025-08-29T02:50:32.297Z,1.5,Acres,100,Percent,Anderson,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,254143,Wildfire,31.72102999999999,-95.4609
BB4DA524-F218-4905-9979-DE928A2F0EEB,San Augustine 4140,99.7694,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-29T01:23:00.000Z,2025-08-28T22:59:00.000Z,2025-08-29T01:36:24.793Z,1.0,Acres,100,Percent,San Augustine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254140,Wildfire,31.454339987542927,-94.25460277683138
1340423C-E172-49FE-94C4-06713D8F1A3A,Cherokee 4137,131.4347,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-28T23:21:00.000Z,2025-08-28T21:07:00.000Z,2025-08-28T23:29:41.349Z,4.0,Acres,100,Percent,Cherokee,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,254137,Wildfire,31.84915,-95.3455
621F3626-F83B-4F11-8B5C-ADFF9F5F69D9,Flare,104.4431,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-08-28T19:18:55.000Z,2025-08-28T18:50:57.000Z,2025-08-29T00:26:16.892Z,16.0,Acres,95,Percent,Atascosa,COUNTY,6,REGION,TXTXS - Texas A & M Forest Service,Visible,254133,Wildfire,28.95805555555574,-98.41361111111111
DBA0BE22-C78E-4118-83E3-7267BEBAF852,Polk 4128,109.9674,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-28T22:29:00.000Z,2025-08-28T13:56:00.000Z,2025-08-28T22:53:28.278Z,96.5,Acres,100,Percent,Polk,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254128,Wildfire,30.934149999999995,-94.86406666666667
65971613-1497-4B30-84DF-B66D2E245C82,Saw Mill,96.4102,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-28T18:34:00.000Z,2025-08-28T10:07:00.000Z,2025-08-28T18:48:37.039Z,1.0,Acres,100,Percent,Cass,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,254126,Wildfire,33.21341666666666,-94.49965
6CF11737-534F-46B3-95D0-9153228A4F77,Midnight,140.0367,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-28T23:57:39.000Z,2025-08-28T05:04:04.000Z,2025-08-28T23:58:26.258Z,340.0,Acres,100,Percent,Zapata,COUNTY,5,REGION,TXTXS - Texas A & M Forest Service,Visible,254125,Wildfire,27.126667000000182,-99.243444
F25F4637-8B1E-4716-817B-5C7026699A77,Sheep Creek,441.0862,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-29T00:21:03.000Z,2025-08-28T01:06:27.000Z,2025-08-29T00:23:35.639Z,37.0,Acres,100,Percent,Callahan,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,254124,Wildfire,32.44969830771015,-99.22708332806377
03B9E6FB-64B3-47C6-A75D-E59161C95FD3,San Augustine 4119,96.0283,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-27T21:42:00.000Z,2025-08-27T20:14:00.000Z,2025-08-28T17:03:58.996Z,2.5,Acres,100,Percent,San Augustine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254119,Wildfire,31.59861111111111,-94.2888888888889
523C9C7E-094E-4AE0-BF41-C441788265FE,Bell 4117,225.75,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-27T20:27:09.000Z,2025-08-27T17:20:16.000Z,2025-08-27T20:27:44.495Z,50.0,Acres,100,Percent,Bell,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,254117,Wildfire,30.89846721386653,-97.50657830928581
EAB62348-E523-42FA-BCEB-2935639373EC,Tyler 4081,47.814,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-25T22:11:00.000Z,2025-08-25T20:29:00.000Z,2025-08-27T15:32:06.946Z,1.8,Acres,100,Percent,Tyler,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254081,Wildfire,30.653900000000004,-94.169693
