id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
1340423C-E172-49FE-94C4-06713D8F1A3A,Cherokee 4137,129.8793,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-08-28T21:54:00.000Z,2025-08-28T21:07:00.000Z,2025-08-28T21:59:59.395Z,3.0,Acres,0,Percent,Cherokee,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,254137,Wildfire,31.854918019821266,-95.34201236705243
621F3626-F83B-4F11-8B5C-ADFF9F5F69D9,Flare,104.4431,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-08-28T19:18:55.000Z,2025-08-28T18:50:57.000Z,2025-08-28T21:27:34.870Z,16.0,Acres,70,Percent,Atascosa,COUNTY,6,REGION,TXTXS - Texas A & M Forest Service,Visible,254133,Wildfire,28.95805555555574,-98.41361111111111
DBA0BE22-C78E-4118-83E3-7267BEBAF852,Polk 4128,109.9674,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-08-28T15:53:00.000Z,2025-08-28T13:56:00.000Z,2025-08-28T20:12:18.920Z,95.0,Acres,90,Percent,Polk,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254128,Wildfire,30.934149999999995,-94.86406666666667
65971613-1497-4B30-84DF-B66D2E245C82,Saw Mill,96.4102,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-28T18:34:00.000Z,2025-08-28T10:07:00.000Z,2025-08-28T18:48:37.039Z,1.0,Acres,100,Percent,Cass,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,254126,Wildfire,33.21341666666666,-94.49965
6CF11737-534F-46B3-95D0-9153228A4F77,Midnight,140.0367,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-08-28T08:02:00.000Z,2025-08-28T05:04:04.000Z,2025-08-28T21:55:11.760Z,340.0,Acres,90,Percent,Zapata,COUNTY,5,REGION,TXTXS - Texas A & M Forest Service,Visible,254125,Wildfire,27.126667000000182,-99.243444
F25F4637-8B1E-4716-817B-5C7026699A77,Sheep Creek,441.0862,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-08-28T02:20:00.000Z,2025-08-28T01:06:27.000Z,2025-08-28T19:17:53.680Z,40.0,Acres,95,Percent,Callahan,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,254124,Wildfire,32.44969830771015,-99.22708332806377
03B9E6FB-64B3-47C6-A75D-E59161C95FD3,San Augustine 4119,96.0283,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-27T21:42:00.000Z,2025-08-27T20:14:00.000Z,2025-08-28T17:03:58.996Z,2.5,Acres,100,Percent,San Augustine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254119,Wildfire,31.59861111111111,-94.2888888888889
523C9C7E-094E-4AE0-BF41-C441788265FE,Bell 4117,225.75,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-27T20:27:09.000Z,2025-08-27T17:20:16.000Z,2025-08-27T20:27:44.495Z,50.0,Acres,100,Percent,Bell,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,254117,Wildfire,30.89846721386653,-97.50657830928581
0F1A6DD4-29F7-4EBB-A312-C8662DC939A9,Berry,419.7188,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-26T23:11:00.000Z,2025-08-26T20:40:06.000Z,2025-08-26T23:16:00.833Z,10.0,Acres,100,Percent,Comanche,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,254099,Wildfire,31.920016666666665,-98.58621666666667
EAB62348-E523-42FA-BCEB-2935639373EC,Tyler 4081,47.814,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-25T22:11:00.000Z,2025-08-25T20:29:00.000Z,2025-08-27T15:32:06.946Z,1.8,Acres,100,Percent,Tyler,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254081,Wildfire,30.653900000000004,-94.169693
CB544623-5ABF-40C0-8BAA-560CD06D0E28,Lake Side,213.2445,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-08-25T23:36:00.000Z,2025-08-25T20:23:08.000Z,2025-08-27T14:03:09.392Z,0.7,Acres,100,Percent,Burnet,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,254080,Wildfire,30.51033333333333,-98.13623333333334
