id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
27D97773-1478-4522-80D1-8DAD2EB8D88B,Montgomery 0661,40.0679,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-20T21:01:00.000Z,2026-01-20T18:54:00.000Z,2026-01-20T22:03:59.836Z,3.0,Acres,100,Percent,Montgomery,COUNTY,4,REGION,TXTXS - Texas A & M Forest Service,Visible,260661,Wildfire,30.26741666666665,-95.53471666666667
5685B09B-F5FA-4D3D-8895-C69AAC9E0651,Newton 0658,22.4048,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-20T19:12:00.000Z,2026-01-20T17:18:00.000Z,2026-01-20T20:14:50.895Z,6.45,Acres,100,Percent,Newton,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,260658,Wildfire,30.74361666666666,-93.64268333333334
76561578-A19C-4296-BB4B-65EA752CA05D,Wise 0630,311.8961,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-20T14:02:53.000Z,2026-01-19T23:14:10.000Z,2026-01-20T14:04:58.479Z,5.78,Acres,100,Percent,Wise,COUNTY,2,REGION,TXTXS - Texas A & M Forest Service,Visible,260630,Wildfire,33.353483333333344,-97.58810000000001
530CDC93-292E-49C0-8FDE-221263F4354C,Panola 0614,92.3228,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-19T21:29:00.000Z,2026-01-19T20:54:00.000Z,2026-01-19T21:52:26.649Z,0.5,Acres,100,Percent,Panola,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,260614,Wildfire,31.99833333333333,-94.37222222222222
DB40DE5C-A74D-4C40-B647-CCD97E06CAB3,Iron Bull,469.2188,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2026-01-23T15:59:05.000Z,2026-01-19T20:51:56.000Z,2026-01-23T16:00:38.806Z,143.0,Acres,100,Percent,Throckmorton,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,260613,Wildfire,33.18094999999999,-99.31586666666668
9646B5F7-327B-445F-9356-7D612F8F020B,Polk 0601,70.5546,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-19T18:18:00.000Z,2026-01-19T17:43:00.000Z,2026-01-19T18:22:28.945Z,1.33,Acres,100,Percent,Polk,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,260601,Wildfire,30.74108333333333,-94.99351666666666
E629A942-1571-4371-A4C6-5CD0DA514CAA,Upshur 0572,149.2688,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-19T00:40:00.000Z,2026-01-18T21:39:00.000Z,2026-01-19T19:20:58.323Z,14.0,Acres,100,Percent,Upshur,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,260573,Wildfire,32.86796666666667,-95.14801666666666
735210C1-9048-4A4E-92F4-EBD373FC6A02,Orange 0571,8.8023,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-18T23:28:00.000Z,2026-01-18T20:55:00.000Z,2026-01-19T00:18:32.238Z,4.46,Acres,100,Percent,Orange,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,260571,Wildfire,30.19326666666666,-93.94750000000002
6D8BCFAC-73E4-4072-B381-71F322EA324A,Red River 0566,147.9392,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-18T22:31:00.000Z,2026-01-18T19:31:00.000Z,2026-01-18T22:36:05.349Z,4.3,Acres,100,Percent,Red River,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,260566,Wildfire,33.62833333333332,-95.15776666666666
B81620BE-135D-4DCC-B11C-C770037C07AD,Gum Slough,13.7304,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-19T00:59:00.000Z,2026-01-18T17:08:00.000Z,2026-01-19T01:08:06.613Z,120.0,Acres,100,Percent,Jasper,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,260562,Wildfire,30.30222222222222,-93.99916666666667
51E116D6-959D-4A63-9863-736100BE3FBE,Hardin 0554,22.4513,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-18T15:52:00.000Z,2026-01-18T13:26:00.000Z,2026-01-18T15:55:48.659Z,7.2,Acres,100,Percent,Hardin,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,260554,Wildfire,30.298888888888882,-94.22333333333331
E98502FA-F626-4BC2-8EBD-B12472DF60E9,Orange 0535,6.0665,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-17T23:13:00.000Z,2026-01-17T20:24:00.000Z,2026-01-20T15:37:38.502Z,22.6,Acres,100,Percent,Orange,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,260536,Wildfire,30.169722222222227,-93.96055555555557
01688BAC-D7CF-4E66-A720-EF58B80DF214,Newton 0501,9.8481,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-16T20:05:00.000Z,2026-01-16T18:06:00.000Z,2026-01-16T20:36:37.644Z,4.23,Acres,100,Percent,Newton,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,260501,Wildfire,30.377466666666663,-93.76856666666667
4B63B3DB-AD25-431E-A1CD-A44EA293FE30,Rusk 0418,161.5499,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-14T22:07:00.000Z,2026-01-14T20:37:00.000Z,2026-01-14T22:09:12.339Z,0.5,Acres,100,Percent,Rusk,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,260418,Wildfire,31.939983333333334,-94.62666666666667
B5ABF05C-E097-4991-B24E-E3EFD1CC269E,Cherokee 0417,102.1959,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-01-14T22:20:00.000Z,2026-01-14T20:19:00.000Z,2026-01-14T22:46:19.810Z,3.0,Acres,100,Percent,Cherokee,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,260417,Wildfire,31.787129999999994,-95.31521
