id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
B6DAAD0C-9C58-4D1F-8E44-8EF54282016B,Jasper 7152,51.6704,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-18T02:44:00.000Z,2026-08-17T23:24:00.000Z,2026-08-18T15:28:21.577Z,1.14,Acres,100,Percent,Jasper,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,267152,Wildfire,30.729899999999997,-94.03495
CFB5CF70-3D91-4EC2-8395-FD8537DE6526,Keyserville,411.2601,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-08-17T23:56:32.000Z,2026-08-17T23:11:12.000Z,2026-08-18T15:23:29.448Z,200.0,Acres,65,Percent,Mason,COUNTY,7,REGION,TXTXS - Texas A & M Forest Service,Visible,267149,Wildfire,30.62904999999999,-99.00266666666668
E753273A-FE21-4C91-9584-0531B49DC9FE,Baker,459.2657,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-08-17T23:28:45.000Z,2026-08-17T22:29:55.000Z,2026-08-18T15:25:18.996Z,14.0,Acres,83,Percent,Burnet,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,267145,Wildfire,30.83379917144607,-98.25491732728977
908FE098-3722-439B-9D31-1AFB1BE6450E,Canyon,284.6663,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-17T23:08:03.000Z,2026-08-17T21:10:01.000Z,2026-08-17T23:08:50.184Z,1.5,Acres,100,Percent,Coryell,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,267142,Wildfire,31.600859999999997,-97.62564
66166976-AD5E-4742-B10D-C63E101FB9F4,Smith 7141,154.7758,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-18T00:42:00.000Z,2026-08-17T21:09:00.000Z,2026-08-18T00:58:59.549Z,10.5,Acres,100,Percent,Smith,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,267141,Wildfire,32.26947343370398,-95.40415599592303
A2FDC185-0038-4761-9FE1-F4D3808E78CC,Shaw Creek,271.2435,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-08-17T21:09:18.000Z,2026-08-17T20:24:56.000Z,2026-08-17T23:14:29.408Z,3.0,Acres,95,Percent,Parker,COUNTY,2,REGION,TXTXS - Texas A & M Forest Service,Visible,267136,Wildfire,32.586929999999995,-97.77048
3D76F149-CD6D-4093-A6E9-0AAA65AC6FEE,Shelby 7135,92.6323,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-18T00:15:00.000Z,2026-08-17T20:20:00.000Z,2026-08-18T00:20:59.523Z,15.0,Acres,100,Percent,Shelby,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,267135,Wildfire,31.921168152723098,-94.23062265238254
EC999695-F6BE-4E4F-B946-E4CDCD667F8F,Colony Creek,486.2465,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-17T21:45:29.000Z,2026-08-17T16:51:38.000Z,2026-08-17T22:41:09.833Z,12.0,Acres,100,Percent,Eastland,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,267114,Wildfire,32.50163333333333,-98.78578333333333
24386940-E7D5-427A-A31E-D962F5DD11CC,Cottonwood Creek,244.38,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2026-08-17T17:39:01.000Z,2026-08-17T16:16:45.000Z,2026-08-18T00:01:41.658Z,47.0,Acres,95,Percent,Montague,COUNTY,2,REGION,TXTXS - Texas A & M Forest Service,Visible,267111,Wildfire,33.89398333333333,-97.57701666666667
90574E8C-0C4B-4701-8601-C5E0B7523ED4,Dark Knight,598.4099,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-17T21:27:34.000Z,2026-08-17T03:04:57.000Z,2026-08-17T23:01:31.427Z,48.0,Acres,100,Percent,Callahan,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,267102,Wildfire,32.173709,-99.51231600000001
13C08922-B5AA-45E2-A49B-D4363838F09B,Red River 7099,144.4403,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-17T05:22:00.000Z,2026-08-17T01:48:58.000Z,2026-08-17T17:46:55.876Z,43.0,Acres,100,Percent,Red River,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,267099,Wildfire,33.836608000000005,-95.195134
4F7462B8-0EC0-4DE7-AE66-5AF9FF6FA401,Sabine 7098,72.1947,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-17T03:31:28.000Z,2026-08-17T01:43:05.000Z,2026-08-17T05:28:07.366Z,1.0,Acres,100,Percent,Sabine,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,267098,Wildfire,31.40528333333332,-93.88754999999999
A6B782FF-1314-4DBC-BEEF-30544823F3D0,Anderson 7089,93.991,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-17T02:56:00.000Z,2026-08-16T22:27:00.000Z,2026-08-17T03:06:27.896Z,5.5,Acres,100,Percent,Anderson,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,267089,Wildfire,31.655816666666677,-95.71525
C1B19ACA-FF5B-4BBD-985D-ACA3FCE8DB78,Houston 7085,139.767,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-16T23:40:00.000Z,2026-08-16T21:52:00.000Z,2026-08-16T23:49:02.003Z,4.8,Acres,100,Percent,Houston,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,267085,Wildfire,31.39375,-95.10303333333333
1E1DE823-38D9-4363-9C39-80C8C32F215F,Panola 7082,88.2689,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2026-08-17T00:20:00.000Z,2026-08-16T21:10:00.000Z,2026-08-17T00:29:26.257Z,0.8,Acres,100,Percent,Panola,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,267082,Wildfire,32.040518000000006,-94.332243
