id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
C1588D5F-949C-43CB-BBB4-C9C85A686785,Pecandale,552.2397,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-09-13T22:31:59.000Z,2025-09-13T22:02:56.000Z,2025-09-14T00:19:21.150Z,80.0,Acres,30,Percent,Taylor,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,254307,Wildfire,32.41644166666666,-99.63968666666666
D4E2A1CA-C5A2-48F8-9DB7-4D117287D1FE,Hardin 4306,32.8885,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-09-13T22:23:00.000Z,2025-09-13T20:18:00.000Z,2025-09-13T22:33:15.824Z,6.0,Acres,100,Percent,Hardin,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254306,Wildfire,30.448611111111106,-94.3436111111111
18F5A101-2EE4-46BA-819D-14AEF381DD8B,Silver Steer,536.343,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-09-13T20:17:19.000Z,2025-09-13T18:44:17.000Z,2025-09-14T00:41:22.928Z,250.0,Acres,45,Percent,Eastland,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,254304,Wildfire,32.33664600000019,-99.08878799999998
A2EF3E57-776D-4892-9663-21C3FF524C1D,Cass 4303,81.4365,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-09-13T20:15:00.000Z,2025-09-13T17:43:00.000Z,2025-09-13T20:21:22.970Z,0.0,Acres,100,Percent,Cass,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,254303,Wildfire,33.22351666666666,-94.38453333333335
07AC8AAC-4765-4D25-921B-09D460FCD4C7,Upshur 4301,89.4251,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-09-13T19:04:00.000Z,2025-09-13T15:55:00.000Z,2025-09-13T19:18:45.780Z,1.0,Acres,100,Percent,Upshur,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,254301,Wildfire,32.80694444444444,-94.94527777777778
1B38D7D5-A540-424E-8F17-015693787E27,Floyd,372.8232,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-09-13T20:56:47.000Z,2025-09-13T00:20:35.000Z,2025-09-13T20:57:40.083Z,44.0,Acres,100,Percent,Comanche,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,254297,Wildfire,32.040733,-98.51761700000002
F60F28C1-D989-4589-B7FE-76CA3CB68269,Post Stevens,115.5749,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-09-13T02:07:17.000Z,2025-09-12T21:54:00.000Z,2025-09-13T02:08:21.446Z,28.0,Acres,100,Percent,Atascosa,COUNTY,6,REGION,TXTXS - Texas A & M Forest Service,Visible,254295,Wildfire,28.886432000000177,-98.43121699999998
E842E8B8-2782-4345-A992-7089FF3ABD72,Jasper 4294,37.2294,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-09-12T19:52:00.000Z,2025-09-12T18:14:00.000Z,2025-09-12T21:29:01.791Z,2.5,Acres,100,Percent,Jasper,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254294,Wildfire,30.85788333333333,-94.11755
A168D037-713A-493B-B566-A391B7CC5560,Jasper 4284,96.8938,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-09-12T05:51:00.000Z,2025-09-12T01:08:00.000Z,2025-09-12T18:43:34.751Z,24.5,Acres,100,Percent,Jasper,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,254284,Wildfire,31.06938333333334,-94.00433333333334
C7D65E98-4E8E-456B-BF96-F36CE659D70A,Dry Line,594.3869,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-09-12T18:00:32.000Z,2025-09-11T23:36:59.000Z,2025-09-12T23:23:01.711Z,176.0,Acres,100,Percent,Coleman,COUNTY,1B,REGION,TXTXS - Texas A & M Forest Service,Visible,254280,Wildfire,31.992199999999993,-99.53616666666667
