id,name,altitude,color,statusname,statusid,statustimestamp,firsttimestatus,lastupdated,size,sizeunit,containment,containmentunit,admindivision,admindivisiontype,admindivisionupper,admindivisionuppertype,protectingunit,publicvisibility,number,categoryType,lat,lng
725A1CF9-559B-4AE2-BBF5-2F6F1341ED37,Mill,8.7784,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-10-29T20:27:58.000Z,2025-10-29T20:09:17.000Z,2025-10-29T20:49:26.170Z,40.0,Acres,0,Percent,San Patricio,COUNTY,5,REGION,TXTXS - Texas A & M Forest Service,Visible,255065,Wildfire,27.927313999999996,-97.29215700000002
840C413B-3FF0-493E-ADC1-D4FF5253EF01,FM 628,3.8227,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-10-29T20:58:36.000Z,2025-10-29T19:44:13.000Z,2025-10-29T20:59:59.990Z,47.0,Acres,0,Percent,Kleberg,COUNTY,5,REGION,TXTXS - Texas A & M Forest Service,Visible,255062,Wildfire,27.332670000000206,-97.70618999999996
B7748790-BEAC-43A7-A3F1-587CCC27B1AC,Walker 5063,107.4054,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-10-29T20:52:00.000Z,2025-10-29T19:43:00.000Z,2025-10-29T20:54:46.164Z,0.1,Acres,100,Percent,Walker,COUNTY,4,REGION,TXTXS - Texas A & M Forest Service,Visible,255063,Wildfire,30.631183333333325,-95.52245
2001F382-AFD0-4C88-9E18-A8B0B820FC22,Newton 5061,49.0132,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-10-29T20:22:00.000Z,2025-10-29T19:17:00.000Z,2025-10-29T20:53:41.878Z,0.41,Acres,100,Percent,Newton,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,255061,Wildfire,30.80632640072804,-93.69021408018686
35AD3B2F-3049-4165-AE00-3EBC948AC629,Montgomery 5059,56.4834,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-10-29T20:52:00.000Z,2025-10-29T18:55:00.000Z,2025-10-29T20:55:30.630Z,1.2,Acres,100,Percent,Montgomery,COUNTY,4,REGION,TXTXS - Texas A & M Forest Service,Visible,255060,Wildfire,30.29016666666667,-95.38968333333334
0CA6FA30-62ED-4803-8447-9E88C2CF3F83,Grimes 5057,92.3217,#FF0000,Active,9ABFE884-54FD-43AE-A309-0E03D24C3BC4,2025-10-29T19:01:31.000Z,2025-10-29T18:11:06.000Z,2025-10-29T20:39:29.957Z,63.5,Acres,80,Percent,Grimes,COUNTY,8,REGION,TXTXS - Texas A & M Forest Service,Visible,255057,Wildfire,30.707266666666666,-96.04300000000002
D49D80CD-D889-46BE-B52D-8F2C758B8A0D,Aransas 5056,1.993,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-10-29T19:47:02.000Z,2025-10-29T17:52:57.000Z,2025-10-29T19:47:36.285Z,20.0,Acres,100,Percent,Aransas,COUNTY,5,REGION,TXTXS - Texas A & M Forest Service,Visible,255056,Wildfire,28.046040000000193,-97.12519999999995
1E291CD3-4D86-4368-8E5C-D86E967701F9,Anderson 5054,95.4091,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-10-29T19:34:00.000Z,2025-10-29T16:55:00.000Z,2025-10-29T19:41:10.090Z,9.0,Acres,100,Percent,Anderson,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,255054,Wildfire,31.52033333333333,-95.6897166666667
DA4AE2C6-D44F-45E8-B59A-E88AF72AC53D,Trinity 5053,108.2237,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-10-29T19:04:00.000Z,2025-10-29T15:00:56.000Z,2025-10-29T19:08:26.430Z,2.6,Acres,100,Percent,Trinity,COUNTY,3B,REGION,TXTXS - Texas A & M Forest Service,Visible,255053,Wildfire,31.199809333136145,-95.05384964759632
83ED492E-481C-497A-970F-B623CC569BD7,Triple H,1008.8691,#93735D,Contained,408E3A31-82B6-4C0D-9697-64F86B525A8F,2025-10-28T20:40:43.000Z,2025-10-28T18:21:35.000Z,2025-10-28T20:41:30.215Z,100.0,Acres,100,Percent,Briscoe,COUNTY,1A,REGION,TXTXS - Texas A & M Forest Service,Visible,255040,Wildfire,34.683396,-101.37692799999999
6F52F762-8830-4859-9873-EA64BAD655BF,Rusk 4999,152.0416,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2025-10-28T13:30:00.000Z,2025-10-23T17:07:00.000Z,2025-10-28T13:31:40.541Z,8.0,Acres,100,Percent,Rusk,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,254999,Wildfire,32.00578873253075,-94.75138871695566
A6BAD61A-0CF4-4094-A516-32BF5861F846,Grames River,86.9823,#595959,Controlled,6CE1E29B-606F-46CB-AEC6-6B9C40B2B18F,2025-10-28T13:29:00.000Z,2025-10-20T20:55:00.000Z,2025-10-28T13:30:04.956Z,15.5,Acres,100,Percent,Rusk,COUNTY,3A,REGION,TXTXS - Texas A & M Forest Service,Visible,254953,Wildfire,31.93144527294463,-94.90089024581857
